"VersionEffective","LOINC_NUM","Property","ValuePrior","ValueCurrent","ChangeReason"
"2.82","25229-6","SHORTNAME","PZA 100 ug/mL Islt SlowMyco","PZA Islt Slgr Mcbct AB 100.0",""
"2.82","25230-4","COMPONENT","Ethambutol 2.5 ug/mL","Ethambutol",""
"2.82","25230-4","LONG_COMMON_NAME","Ethambutol 2.5 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Ethambutol [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 2.5 ug/mL",""
"2.82","25230-4","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 2.5 ug/mL",""
"2.82","25230-4","SHORTNAME","Ethambutol 2.5 ug/mL Islt SlowMyco","Ethambutol Islt Slgr Mcbct AB 2.5",""
"2.82","25231-2","COMPONENT","Ethionamide 10.0 ug/mL","Ethionamide",""
"2.82","25231-2","LONG_COMMON_NAME","Ethionamide 10 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Ethionamide [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL",""
"2.82","25231-2","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL",""
"2.82","25231-2","SHORTNAME","Ethionamide 10 ug/mL Islt SlowMyco","Ethionamide Islt Slgr Mcbct AB 10.0",""
"2.82","25377-3","COMPONENT","Coagulation calcium ion induced","Coagulation",""
"2.82","25377-3","LONG_COMMON_NAME","Recalcification time in Control Platelet poor plasma by Coagulation assay","Recalcification time in Platelet poor plasma from Control by Coagulation assay",""
"2.82","25377-3","METHOD_TYP","Coag","Coag.calcium ion induced",""
"2.82","25377-3","SHORTNAME","Recal time Cont PPP","Recal time PPP Cont",""
"2.82","26009-1","SHORTNAME","T pallidum Ab Titr Ser HA","T palldm Ab Titr Ser HA",""
"2.82","26405-1","SHORTNAME","A fumigatus IgG4 Qn","A fumgtus IgG4 Qn",""
"2.82","26954-8","SHORTNAME","A fumigatus IgG Ser-mCnc","A fumgtus IgG Ser-mCnc",""
"2.82","27015-7","EXAMPLE_UCUM_UNITS","ppg","ng/mL",""
"2.82","27375-5","SHORTNAME","A fumigatus Ab Fld Ql ID","A fumgtus Ab Fld Ql ID",""
"2.82","27396-1","COMPONENT","Hemoglobin.gastrointestinal","Hemoglobin",""
"2.82","27396-1","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Mass/mass] in Stool","Hemoglobin [Mass/mass] in Stool from gastrointestinal",""
"2.82","27396-1","SHORTNAME","Hemoccult Stl-mCnt","Hgb Stl gastro-mCnt",""
"2.82","27396-1","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","27401-9","COMPONENT","Hemoglobin.gastrointestinal^6th specimen","Hemoglobin^6th specimen",""
"2.82","27401-9","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Presence] in Stool --6th specimen","Hemoglobin [Presence] in Stool from gastrointestinal --6th specimen",""
"2.82","27401-9","SHORTNAME","Hemoccult sp6 Stl Ql","Hgb sp6 Stl gastro Ql",""
"2.82","27401-9","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","27925-7","COMPONENT","Hemoglobin.gastrointestinal^7th specimen","Hemoglobin^7th specimen",""
"2.82","27925-7","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Presence] in Stool --7th specimen","Hemoglobin [Presence] in Stool from gastrointestinal --7th specimen",""
"2.82","27925-7","SHORTNAME","Hemoccult sp7 Stl Ql","Hgb sp7 Stl gastro Ql",""
"2.82","27925-7","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","27926-5","COMPONENT","Hemoglobin.gastrointestinal^8th specimen","Hemoglobin^8th specimen",""
"2.82","27926-5","LONG_COMMON_NAME","Hemoglobin.gastrointestinal [Presence] in Stool --8th specimen","Hemoglobin [Presence] in Stool from gastrointestinal --8th specimen",""
"2.82","27926-5","SHORTNAME","Hemoccult sp8 Stl Ql","Hgb sp8 Stl gastro Ql",""
"2.82","27926-5","SYSTEM","Stool","Stool^Patient.gastrointestinal",""
"2.82","29056-9","SHORTNAME","Pressure device type Perimetry","Pressure device type Prmtry",""
"2.82","29057-7","SHORTNAME","R eye Pressure result code Perimetry","R eye Pressure result code Prmtry",""
"2.82","29058-5","SHORTNAME","R eye Pressure result text Perimetry","R eye Pressure result text Prmtry",""
"2.82","29059-3","SHORTNAME","R eye GF border code Perimetry","R eye GF border code Prmtry",""
"2.82","29060-1","SHORTNAME","R eye Pressure border text Perimetry","R eye Pressure border text Prmtry",""
"2.82","29061-9","SHORTNAME","R eye Pressure spot code Perimetry","R eye Pressure spot code Prmtry",""
"2.82","29062-7","SHORTNAME","R eye Pressure spot text Perimetry","R eye Pressure spot text Prmtry",""
"2.82","29063-5","SHORTNAME","R eye Pressure Skotome code Perimetry","R eye Pressure Skotome code Prmtry",""
"2.82","29064-3","SHORTNAME","R eye Pressure skotome text Perimetry","R eye Pressure skotome text Prmtry",""
"2.82","29065-0","SHORTNAME","L eye Pressure result code Perimetry","L eye Pressure result code Prmtry",""
"2.82","29066-8","SHORTNAME","L eye Pressure result text Perimetry","L eye Pressure result text Prmtry",""
"2.82","29067-6","SHORTNAME","L eye Pressure border code Perimetry","L eye Pressure border code Prmtry",""
"2.82","29068-4","SHORTNAME","L eye Pressure border text Perimetry","L eye Pressure border text Prmtry",""
"2.82","29069-2","SHORTNAME","L eye Pressure spot code Perimetry","L eye Pressure spot code Prmtry",""
"2.82","29070-0","SHORTNAME","L eye Pressure spot text Perimetry","L eye Pressure spot text Prmtry",""
"2.82","29071-8","SHORTNAME","L eye Pressure Skotome code Perimetry","L eye Pressure Skotome code Prmtry",""
"2.82","29072-6","SHORTNAME","L eye Pressure skotome text Perimetry","L eye Pressure skotome text Prmtry",""
"2.82","29138-5","SHORTNAME","Pressure device type [Txt] Perimetry","Pressure device type [Txt] Prmtry",""
"2.82","29310-0","SHORTNAME","T pallidum Spec Ql IF","T palldm Spec Ql IF",""
"2.82","29315-9","COMPONENT","Isoniazid 0.4 ug/mL","Isoniazid",""
"2.82","29315-9","LONG_COMMON_NAME","Isoniazid 0.4 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Isoniazid [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 0.4 ug/mL",""
"2.82","29315-9","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 0.4 ug/mL",""
"2.82","29315-9","SHORTNAME","Isoniazid 0.4 ug/mL Islt SlowMyco","Isoniazid Islt Slgr Mcbct AB 0.4",""
"2.82","29376-1","LONG_COMMON_NAME","Narcotics and opioids [Identifier] in Blood","Narcotics [Identifier] in Blood",""
"2.82","29377-9","LONG_COMMON_NAME","Narcotics and opioids [Identifier] in Gastric fluid","Narcotics [Identifier] in Gastric fluid",""
"2.82","29540-2","COMPONENT","E-cadherin","E-cadherin Ag",""
"2.82","29540-2","LONG_COMMON_NAME","E-cadherin [Presence] in Tissue by Immune stain","E-cadherin Ag [Presence] in Tissue by Immune stain",""
"2.82","29540-2","SHORTNAME","E-Cadherin Tiss Ql ImStn","E-Cadherin Ag Tiss Ql ImStn",""
"2.82","29554-3","SHORTNAME","Procedure","Proc",""
"2.82","29771-3","COMPONENT","Hemoglobin.gastrointestinal.lower","Hemoglobin",""
"2.82","29771-3","LONG_COMMON_NAME","Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay","Hemoglobin [Presence] in Stool from gastrointestinal lower by Immunoassay",""
"2.82","29771-3","SHORTNAME","Hemoccult Stl Ql IA","Hgb Stl gastro lower Ql IA",""
"2.82","29771-3","SYSTEM","Stool","Stool^Patient.gastrointestinal.lower",""
"2.82","30080-6","COMPONENT","Cathepsin D","Cathepsin D Ag",""
"2.82","30080-6","LONG_COMMON_NAME","Cathepsin D [Presence] in Tissue by Immune stain","Cathepsin D Ag [Presence] in Tissue by Immune stain",""
"2.82","30080-6","SHORTNAME","Cathepsin D Tiss Ql ImStn","Cathepsin D Ag Tiss Ql ImStn",""
"2.82","30211-7","COMPONENT","Collection duration","Specimen collection",""
"2.82","30211-7","LONG_COMMON_NAME","Collection duration of Specimen","Specimen collection [Time] of Specimen",""
"2.82","30211-7","SHORTNAME","Collect duration Time Spec","Specimen collect Time Spec",""
"2.82","30321-4","COMPONENT","Coagulation surface induced.factor substitution^1H post incubation","Coagulation",""
"2.82","30321-4","LONG_COMMON_NAME","aPTT.factor substitution in Control Platelet poor plasma by Coagulation assay --1 hour post incubation","aPTT.factor substitution 1 hour post incubation in Platelet poor plasma from Control by Coagulation assay",""
"2.82","30321-4","METHOD_TYP","Coag","Coag.surface induced.factor substitution.1H post incubation",""
"2.82","30321-4","SHORTNAME","aPTT 1h p Inc Cont PPP","aPTT 1h p Inc Cont PPP Cont",""
"2.82","30322-2","COMPONENT","Coagulation surface induced.factor substitution^1H post incubation","Coagulation",""
"2.82","30322-2","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma --1 hour post incubation","aPTT.factor substitution 1 hour post incubation in Platelet poor plasma by Coagulation assay",""
"2.82","30322-2","METHOD_TYP","","Coag.surface induced.factor substitution.1H post incubation",""
"2.82","30322-2","SHORTNAME","aPTT 1h p Inc PPP","aPTT 1h p Inc Cont PPP",""
"2.82","30323-0","COMPONENT","Coagulation surface induced.factor substitution^1H post incubation after addition of normal plasma","Coagulation",""
"2.82","30323-0","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma","aPTT.factor substitution 1H post incubation with normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","30323-0","METHOD_TYP","Coag","Coag.surface induced.factor substitution.1H post incubation after addition of normal plasma",""
"2.82","30323-0","SHORTNAME","aPTT 1h NP PPP","aPTT 1h NP Cont PPP",""
"2.82","31088-8","LONG_COMMON_NAME","Narcotics and opioids [Identifier] in Bile fluid","Narcotics [Identifier] in Bile fluid",""
"2.82","3157-5","EXAMPLE_UCUM_UNITS","mL/{beat}","mL",""
"2.82","3157-5","EXAMPLE_UNITS","mL/beat","mL",""
"2.82","3173-2","COMPONENT","Coagulation surface induced","Coagulation",""
"2.82","3173-2","METHOD_TYP","Coag","Coag.surface induced",""
"2.82","3183-1","SHORTNAME","Clotting time Bld Lee White","Clot tm Bld Lee White",""
"2.82","3186-4","COMPONENT","Coagulation factor IX activated activity","Coagulation factor IX activity",""
"2.82","3186-4","LONG_COMMON_NAME","Coagulation factor IX activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor IX activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3186-4","SHORTNAME","Fact IXa PPP-aCnc","Fact IX PPP-aCnc",""
"2.82","3192-2","COMPONENT","Coagulation factor V activated activity","Coagulation factor V activity",""
"2.82","3192-2","LONG_COMMON_NAME","Coagulation factor V activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor V activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3192-2","SHORTNAME","Fact Va PPP-aCnc","Fact V PPP-aCnc",""
"2.82","3197-1","COMPONENT","Coagulation factor VII activated activity","Coagulation factor VII activity",""
"2.82","3197-1","LONG_COMMON_NAME","Coagulation factor VII activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor VII activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3197-1","SHORTNAME","Fact VIIa PPP-aCnc","Fact VII PPP-aCnc",""
"2.82","32045-7","LONG_COMMON_NAME","Parathyrin.biointact [Mass/volume] in Serum or Plasma","Deprecated Parathyrin.biointact [Mass/volume] in Serum or Plasma",""
"2.82","32045-7","SHORTNAME","PTH-Biointact SerPl-mCnc","Deprecated PTH-Biointact SerPl-mCnc",""
"2.82","32045-7","STATUS","DISCOURAGED","DEPRECATED",""
"2.82","3208-6","COMPONENT","Coagulation factor VIII activated activity","Coagulation factor VIII activity",""
"2.82","3208-6","LONG_COMMON_NAME","Coagulation factor VIII activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor VIII activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3208-6","SHORTNAME","Fact VIIIa PPP-aCnc","Fact VIII PPP-aCnc",""
"2.82","3217-7","COMPONENT","Coagulation factor X activated activity","Coagulation factor X activity",""
"2.82","3217-7","LONG_COMMON_NAME","Coagulation factor X activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor X activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3217-7","SHORTNAME","Fact Xa PPP-aCnc","Fact X PPP-aCnc",""
"2.82","3231-8","COMPONENT","Coagulation factor XII activated activity","Coagulation factor XII activity",""
"2.82","3231-8","LONG_COMMON_NAME","Coagulation factor XII activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor XII activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3231-8","SHORTNAME","Fact XIIa PPP-aCnc","Fact XII PPP-aCnc",""
"2.82","3237-5","COMPONENT","Coagulation factor XIII activated activity","Coagulation factor XIII activity",""
"2.82","3237-5","LONG_COMMON_NAME","Coagulation factor XIII activated [Units/volume] in Platelet poor plasma by Coagulation assay","Coagulation factor XIII activity [Units/volume] in Platelet poor plasma by Coagulation assay",""
"2.82","3237-5","SHORTNAME","Fact XIIIa PPP-aCnc","Fact XIII PPP-aCnc",""
"2.82","32392-3","LONG_COMMON_NAME","Deep tendon reflex of Patellar","Deep tendon reflex of Patella",""
"2.82","32392-3","SHORTNAME","DTR Patellar","DTR Patella",""
"2.82","32392-3","SYSTEM","Patellar","Lower extremity>Patella",""
"2.82","3242-5","COMPONENT","Coagulation calcium ion induced","Coagulation",""
"2.82","3242-5","METHOD_TYP","Coag","Coag.calcium ion induced",""
"2.82","3243-3","COMPONENT","Coagulation thrombin induced","Coagulation",""
"2.82","3243-3","METHOD_TYP","Coag","Coag.thrombin induced",""
"2.82","3282-1","COMPONENT","Coagulation surface induced.hexagonal phase phospholipid","Coagulation",""
"2.82","3282-1","METHOD_TYP","Coag","Coag.surface induced.hexagonal phase phospholipid",""
"2.82","32996-1","COMPONENT","HER2","HER2 Ag",""
"2.82","32996-1","LONG_COMMON_NAME","HER2 [Mass/volume] in Serum","HER2 Ag [Mass/volume] in Serum",""
"2.82","32996-1","SHORTNAME","Her2 Ser-mCnc","Her2 Ag Ser-mCnc",""
"2.82","33356-7","COMPONENT","Coagulation tissue factor induced.factor substitution^1H post incubation after addition of normal plasma","Coagulation",""
"2.82","33356-7","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma","Prothrombin time (PT) factor substitution 1H post incubation with normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","33356-7","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.1H post incubation after addition of normal plasma",""
"2.82","33356-7","SHORTNAME","PT 1h NP PPP","PT 1h NP Cont PPP",""
"2.82","33357-5","COMPONENT","Coagulation tissue factor induced.factor substitution^1H post incubation","Coagulation",""
"2.82","33357-5","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1 hour post incubation","Prothrombin time (PT) factor substitution 1 hours post incubation in Platelet poor plasma by Coagulation assay",""
"2.82","33357-5","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.1H post incubation",""
"2.82","33518-2","COMPONENT","Platelet aggregation.adenosine diphosphate induced^high dose","Platelet aggregation",""
"2.82","33518-2","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --High dose","Platelet aggregation in Platelet rich plasma by ADP induced High dose",""
"2.82","33518-2","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.high dose",""
"2.82","33518-2","SHORTNAME","PA ADP hi dose PRP","PA PRP ADP hi dose",""
"2.82","33519-0","COMPONENT","Platelet aggregation.adenosine diphosphate induced^low dose","Platelet aggregation",""
"2.82","33519-0","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --Low dose","Platelet aggregation in Platelet rich plasma by ADP induced Low dose",""
"2.82","33519-0","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.low dose",""
"2.82","33519-0","SHORTNAME","PA ADP lo dose PRP","PA PRP ADP lo dose",""
"2.82","33520-8","COMPONENT","Platelet aggregation.collagen induced^high dose","Platelet aggregation",""
"2.82","33520-8","LONG_COMMON_NAME","Platelet aggregation collagen induced in Platelet rich plasma --High dose","Platelet aggregation in Platelet rich plasma by collagen induced High dose",""
"2.82","33520-8","METHOD_TYP","","Aggregometry.collagen induced.high dose",""
"2.82","33520-8","SHORTNAME","PA Coll hi dose PRP","PA PRP Coll hi dose",""
"2.82","33521-6","COMPONENT","Platelet aggregation.collagen induced^low dose","Platelet aggregation",""
"2.82","33521-6","LONG_COMMON_NAME","Platelet aggregation collagen induced in Platelet rich plasma --Low dose","Platelet aggregation in Platelet rich plasma by collagen induced Low dose",""
"2.82","33521-6","METHOD_TYP","","Aggregometry.collagen induced.low dose",""
"2.82","33521-6","SHORTNAME","PA Coll lo dose PRP","PA PRP Coll lo dose",""
"2.82","33522-4","COMPONENT","Platelet aggregation.ristocetin induced^high dose","Platelet aggregation",""
"2.82","33522-4","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --High dose","Platelet aggregation in Platelet rich plasma by ristocetin induced High dose",""
"2.82","33522-4","METHOD_TYP","","Aggregometry.ristocetin induced.high dose",""
"2.82","33522-4","SHORTNAME","PA Rist hi dose PRP","PA PRP Rist hi dose",""
"2.82","33523-2","COMPONENT","Platelet aggregation.ristocetin induced^low dose","Platelet aggregation",""
"2.82","33523-2","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --Low dose","Platelet aggregation in Platelet rich plasma by ristocetin induced Low dose",""
"2.82","33523-2","METHOD_TYP","","Aggregometry.ristocetin induced.low dose",""
"2.82","33523-2","SHORTNAME","PA Rist lo dose PRP","PA PRP Rist lo dose",""
"2.82","33525-7","COMPONENT","Coagulation thrombin induced.factor substitution^immediately after addition of normal plasma","Coagulation",""
"2.82","33525-7","LONG_COMMON_NAME","Thrombin time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma","Thrombin time.factor substitution immediately after addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","33525-7","METHOD_TYP","Coag","Coag.thrombin induced.factor substitution.immediately after addition of normal plasma",""
"2.82","33526-5","COMPONENT","Coagulation reptilase induced.factor substitution^immediately after addition of normal plasma","Coagulation",""
"2.82","33526-5","LONG_COMMON_NAME","Reptilase time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma","Reptilase time.factor substitution immediately after addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","33526-5","METHOD_TYP","Coag","Coag.factor substitution.immediately after addition of normal plasma",""
"2.82","33528-1","COMPONENT","Platelet aggregation.adenosine diphosphate induced^high dose","Platelet aggregation",""
"2.82","33528-1","LONG_COMMON_NAME","Platelet aggregation ADP induced in Control Platelet rich plasma --High dose","Platelet aggregation in Control Platelet rich plasma by ADP induced High dose",""
"2.82","33528-1","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.high dose",""
"2.82","33528-1","SHORTNAME","PA ADP hi dose PRP Cont","PA PRP Cont ADP hi dose",""
"2.82","33529-9","COMPONENT","Platelet aggregation.adenosine diphosphate induced^low dose","Platelet aggregation",""
"2.82","33529-9","LONG_COMMON_NAME","Platelet aggregation ADP induced in Control Platelet rich plasma --Low dose","Platelet aggregation in Control Platelet rich plasma by ADP induced Low dose",""
